country,year,fuel_price
Austria,1990,77.84379450078742
Austria,1991,82.15498195050094
Austria,1992,73.5473489363718
Austria,1993,70.58727429795434
Austria,1994,66.11662368138018
Austria,1995,75.3421498196405
Austria,1996,81.36886846677945
Austria,1997,77.44202113641967
Austria,1998,59.50513417293219
Austria,1999,62.73645230496762
Austria,2000,100.63935818297614
Austria,2001,100.37685012704708
Austria,2002,85.50577014905578
Austria,2003,102.81887711316924
Austria,2004,131.67648474163195
Austria,2005,182.3615795136122
Austria,2006,229.36928187757647
Austria,2007,246.23165953232427
Austria,2008,371.93703152558896
Austria,2009,237.92564784175192
Austria,2010,273.0434686451078
Austria,2011,354.53128348600217
Austria,2012,362.9018073915413
Austria,2013,348.08420353524207
Austria,2014,321.4594206389355
Austria,2015,197.2635734091077
Austria,2016,152.43570964283657
Austria,2017,193.77978799854668
Austria,2018,252.7214940998816
Austria,2019,190.4123840872956
Austria,2020,135.23519824741177
Austria,2021,354.19488224893973
Belgium,1990,76.2918843114009
Belgium,1991,80.01086807187357
Belgium,1992,71.88551646114219
Belgium,1993,68.62853929448681
Belgium,1994,64.56948543002409
Belgium,1995,73.7613634418878
Belgium,1996,79.36698188578403
Belgium,1997,75.45290752490148
Belgium,1998,58.108619976359336
Belgium,1999,61.10153058490748
Belgium,2000,96.7495690127326
Belgium,2001,96.87878960694763
Belgium,2002,82.61019227060001
Belgium,2003,99.01568650361466
Belgium,2004,128.49798615089793
Belgium,2005,175.46733653119884
Belgium,2006,219.71817781218465
Belgium,2007,236.9412622541271
Belgium,2008,359.9143522618069
Belgium,2009,229.1100017832003
Belgium,2010,264.94909905186165
Belgium,2011,343.69206299046925
Belgium,2012,349.18431061808974
Belgium,2013,334.4043834136062
Belgium,2014,308.41617417305565
Belgium,2015,190.08872539744587
Belgium,2016,148.9731765336022
Belgium,2017,189.6058553590183
Belgium,2018,246.2771658313661
Belgium,2019,185.85247824862813
Belgium,2020,132.70247196030022
Belgium,2021,342.48242888242436
Cyprus,1990,98.30478177947302
Cyprus,1991,83.44863197645488
Cyprus,1992,81.92796375736313
Cyprus,1993,72.43210255815323
Cyprus,1994,68.68827404599784
Cyprus,1995,74.52887408332668
Cyprus,1996,88.18860055921733
Cyprus,1997,83.21627866915213
Cyprus,1998,57.17701717127406
Cyprus,1999,77.90992631204332
Cyprus,2000,121.43155759483444
Cyprus,2001,104.91994115385064
Cyprus,2002,106.78083884096068
Cyprus,2003,123.40660382161188
Cyprus,2004,162.19246217092956
Cyprus,2005,228.177224134038
Cyprus,2006,274.3199294397584
Cyprus,2007,303.6503072266163
Cyprus,2008,414.52103612719446
Cyprus,2009,262.90843626981416
Cyprus,2010,338.65796646626285
Cyprus,2011,445.0636897305461
Cyprus,2012,448.2632556693565
Cyprus,2013,443.80004790425966
Cyprus,2014,410.18427217138185
Cyprus,2015,217.71077469925865
Cyprus,2016,185.72853886606035
Cyprus,2017,227.77081819109745
Cyprus,2018,294.17754320930055
Cyprus,2019,262.8976948840833
Cyprus,2020,179.27180712234158
Cyprus,2021,298.5185523548214
Czechia,1990,88.163896950578
Czechia,1991,92.0858977614979
Czechia,1992,83.85887986199566
Czechia,1993,77.27770822901238
Czechia,1994,76.13364423214404
Czechia,1995,90.4166887565783
Czechia,1996,91.2384379829212
Czechia,1997,85.8828622285919
Czechia,1998,69.85580968367951
Czechia,1999,66.09951467024707
Czechia,2000,89.45680373813838
Czechia,2001,99.3925878216259
Czechia,2002,80.62073548606756
Czechia,2003,93.96902192604678
Czechia,2004,142.65699513205186
Czechia,2005,161.804084569814
Czechia,2006,193.67330322729143
Czechia,2007,220.06385289480716
Czechia,2008,373.6422521786127
Czechia,2009,224.03311132257295
Czechia,2010,274.17972910535946
Czechia,2011,349.82399772374475
Czechia,2012,323.7647905418695
Czechia,2013,299.121457465886
Czechia,2014,270.43742321892336
Czechia,2015,187.69324116988517
Czechia,2016,168.77944809439344
Czechia,2017,220.22523761107817
Czechia,2018,274.13863142619226
Czechia,2019,198.29395473384497
Czechia,2020,152.89211128458004
Czechia,2021,381.0101299389749
Denmark,1990,90.96362426691044
Denmark,1991,92.87717397667949
Denmark,1992,84.75780085595255
Denmark,1993,79.04291182285502
Denmark,1994,75.88585378928201
Denmark,1995,87.67630176929647
Denmark,1996,92.73498245629936
Denmark,1997,87.7237446956378
Denmark,1998,68.3035333225086
Denmark,1999,70.84070267234335
Denmark,2000,105.4900741624292
Denmark,2001,107.78974622721776
Denmark,2002,92.2423048013836
Denmark,2003,108.88135756080092
Denmark,2004,150.32792268177633
Denmark,2005,192.08900324178336
Denmark,2006,235.37217536779983
Denmark,2007,259.5162343091347
Denmark,2008,405.2831706293971
Denmark,2009,252.0161208032084
Denmark,2010,302.00331262435
Denmark,2011,389.97327724063734
Denmark,2012,382.3138520115251
Denmark,2013,363.2366540229313
Denmark,2014,332.8068682584163
Denmark,2015,209.81346729725735
Denmark,2016,175.4421842460293
Denmark,2017,224.55343625434193
Denmark,2018,286.4189643265712
Denmark,2019,217.42030366297465
Denmark,2020,159.02233785515116
Denmark,2021,384.923912598529
Estonia,1995,30.587294580604244
Estonia,1996,33.498015961646885
Estonia,1997,32.032037054634706
Estonia,1998,24.426430310937448
Estonia,1999,25.92322616178812
Estonia,2000,43.81502794252904
Estonia,2001,43.13969169515697
Estonia,2002,36.49029210910135
Estonia,2003,44.470510553822635
Estonia,2004,53.97760371695218
Estonia,2005,79.07349542373785
Estonia,2006,101.24421309727752
Estonia,2007,106.7643490720584
Estonia,2008,158.04944557737676
Estonia,2009,103.07704999244922
Estonia,2010,114.53163633386096
Estonia,2011,149.2519743735541
Estonia,2012,157.39072696845216
Estonia,2013,151.78578581728803
Estonia,2014,140.88750087116537
Estonia,2015,85.22888860588722
Estonia,2016,62.122242049611025
Estonia,2017,78.62787230433142
Estonia,2018,104.3057985931048
Estonia,2019,77.81004821212589
Estonia,2020,54.080579516969976
Estonia,2021,151.58475305146416
Finland,1990,53.56146123217684
Finland,1991,53.37175821609041
Finland,1992,49.102987646568
Finland,1993,45.62253803903663
Finland,1994,43.55274590933117
Finland,1995,49.75984992935115
Finland,1996,53.67972174383297
Finland,1997,50.807324066838234
Finland,1998,38.764385613437796
Finland,1999,42.054159814075845
Finland,2000,63.8647853916185
Finland,2001,63.209774523014886
Finland,2002,55.64721020021991
Finland,2003,65.62967282868175
Finland,2004,88.79926585784358
Finland,2005,116.86425868703007
Finland,2006,143.30343326225406
Finland,2007,157.43787099561786
Finland,2008,238.9883008261699
Finland,2009,149.7675085377897
Finland,2010,180.4618387994529
Finland,2011,233.95468350622664
Finland,2012,232.0377122685058
Finland,2013,222.4735526174854
Finland,2014,204.42796734589024
Finland,2015,124.49434766027083
Finland,2016,103.17441221860128
Finland,2017,130.987572862547
Finland,2018,167.9824411917793
Finland,2019,131.08483630898343
Finland,2020,94.2453655842817
Finland,2021,218.147565703622
France,1990,54.51182226921529
France,1991,55.47287469424971
France,1992,50.36638087038117
France,1993,47.78270631818312
France,1994,44.750449685240824
France,1995,50.52056292331862
France,1996,55.50916181517212
France,1997,52.78032086433278
France,1998,39.766548666429046
France,1999,43.91969031504968
France,2000,70.49901318925322
France,2001,68.40381848170682
France,2002,60.15409990699344
France,2003,71.89518039140727
France,2004,91.94910642993538
France,2005,128.5882496253778
France,2006,160.6775298173153
France,2007,173.13001179341632
France,2008,255.9724470002864
France,2009,163.8816833966898
France,2010,191.43790844571828
France,2011,249.2706779938479
France,2012,255.2525238988449
France,2013,246.53107344722636
France,2014,227.8509807526874
France,2015,135.798614348797
France,2016,106.14707243945526
France,2017,133.94253932072792
France,2018,174.71116738946992
France,2019,136.06903236582585
France,2020,95.57873158832216
France,2021,233.2736717718011
Germany,1990,84.9372121747563
Germany,1991,88.38034665425131
Germany,1992,79.96168124676872
Germany,1993,75.29888363485011
Germany,1994,71.93195271559235
Germany,1995,83.1321578328142
Germany,1996,87.7955722821481
Germany,1997,83.17994903602948
Germany,1998,65.01626186288145
Germany,1999,66.59194051924277
Germany,2000,100.63450486262172
Germany,2001,103.34413305027282
Germany,2002,87.34283848460973
Germany,2003,103.72118276346924
Germany,2004,141.13557288417474
Germany,2005,182.61113893310767
Germany,2006,225.53486483408568
Germany,2007,246.94742234577555
Germany,2008,386.0351050420809
Germany,2009,241.39223892913532
Germany,2010,284.89332007870706
Germany,2011,367.90813223419457
Germany,2012,363.78232185503896
Germany,2013,345.3945209076524
Germany,2014,316.8788417085732
Germany,2015,200.83437346299513
Germany,2016,164.6159817304541
Germany,2017,210.95174895751163
Germany,2018,270.2323371835658
Germany,2019,202.4549144859867
Germany,2020,147.84064381341148
Germany,2021,372.4639701675179
Greece,1990,93.982545838976293
Greece,1991,86.100168005381
Greece,1992,82.51333074059885
Greece,1993,73.0969205948096
Greece,1994,71.68557738528376
Greece,1995,82.04022707516964
Greece,1996,88.68219892356922
Greece,1997,83.27854261732475
Greece,1998,62.64504055861444
Greece,1999,71.36838431491879
Greece,2000,100.37115773606304
Greece,2001,97.55088677328992
Greece,2002,90.80880341016568
Greece,2003,104.00099491180978
Greece,2004,151.8077648776421
Greece,2005,186.63318576149103
Greece,2006,219.91107401399785
Greece,2007,250.4321632629108
Greece,2008,381.0456875615261
Greece,2009,231.57415615377045
Greece,2010,300.6219090357937
Greece,2011,389.14185269507664
Greece,2012,369.13125127110845
Greece,2013,354.2755184331711
Greece,2014,323.195159265215
Greece,2015,193.23919799068872
Greece,2016,177.11673215724574
Greece,2017,224.15386486984775
Greece,2018,281.1575414893821
Greece,2019,231.0736131359485
Greece,2020,168.26057330987442
Greece,2021,322.2717752972088
Hungary,1991,95.29250203379668
Hungary,1992,82.01057575160173
Hungary,1993,81.6690482511442
Hungary,1994,75.87871936485367
Hungary,1995,87.89052175370308
Hungary,1996,91.92031916573757
Hungary,1997,87.86401002752683
Hungary,1998,70.26495751622102
Hungary,1999,66.74650670480088
Hungary,2000,109.72281580760118
Hungary,2001,115.9646159148676
Hungary,2002,91.32174893951516
Hungary,2003,112.2225741306126
Hungary,2004,140.42954006892995
Hungary,2005,195.22754858895783
Hungary,2006,251.81585580813285
Hungary,2007,265.4727800741784
Hungary,2008,417.9199086148486
Hungary,2009,269.3150255673919
Hungary,2010,291.5603815732203
Hungary,2011,376.6074310718883
Hungary,2012,390.9699106390124
Hungary,2013,369.6049511106512
Hungary,2014,341.5641282656688
Hungary,2015,223.28007205117387
Hungary,2016,163.23582535453215
Hungary,2017,210.8391477135079
Hungary,2018,277.093624714723
Hungary,2019,191.00274563167267
Hungary,2020,138.17591780310462
Hungary,2021,439.0595977841995
Ireland,1990,89.47693575038474
Ireland,1991,92.19369922981566
Ireland,1992,83.39931977414761
Ireland,1993,79.17415182156184
Ireland,1994,74.48838029084655
Ireland,1995,84.7129315003289
Ireland,1996,91.90778742430518
Ireland,1997,87.33498914218038
Ireland,1998,66.626539968491
Ireland,1999,71.65598639393318
Ireland,2000,113.51403909460052
Ireland,2001,112.12666266983892
Ireland,2002,97.12483778340756
Ireland,2003,116.0657054078711
Ireland,2004,150.50384954508326
Ireland,2005,206.5453363963016
Ireland,2006,257.80225244280774
Ireland,2007,278.5098344317298
Ireland,2008,418.57709688457146
Ireland,2009,266.56700387555054
Ireland,2010,310.9602710008096
Ireland,2011,403.9437153223289
Ireland,2012,410.51689684258554
Ireland,2013,394.5140827590209
Ireland,2014,364.0046233456239
Ireland,2015,221.1052578756121
Ireland,2016,174.24378885524055
Ireland,2017,220.9690800882968
Ireland,2018,287.04224348456125
Ireland,2019,220.1718761718363
Ireland,2020,156.3385523033932
Ireland,2021,389.8876938823026
Italy,1990,92.0259014154408
Italy,1991,98.46379327261045
Italy,1992,87.44757304844899
Italy,1993,84.9385140729577
Italy,1994,78.73769663279981
Italy,1995,89.18004164082461
Italy,1996,97.20282582434189
Italy,1997,92.74866385839104
Italy,1998,70.8500517299281
Italy,1999,75.262429418799
Italy,2000,124.35292025770144
Italy,2001,122.84245466522172
Italy,2002,104.49786850817208
Italy,2003,126.55164454064295
Italy,2004,157.2329025619738
Italy,2005,224.93369549542564
Italy,2006,285.65892563297524
Italy,2007,303.63639761797344
Italy,2008,452.6271018381452
Italy,2009,292.7608865115595
Italy,2010,330.36856030454715
Italy,2011,429.93972670885177
Italy,2012,447.58240082440625
Italy,2013,430.884759667943
Italy,2014,399.1055058314096
Italy,2015,242.34043485238556
Italy,2016,181.3863743852086
Italy,2017,229.8821159551842
Italy,2018,302.66374651808917
Italy,2019,227.42168734022775
Italy,2020,159.45126769655445
Italy,2021,431.2569968709906
Latvia,1995,67.81497551352311
Latvia,1996,73.68668654665775
Latvia,1997,70.45248463618879
Latvia,1998,54.15669278950553
Latvia,1999,56.44802856070084
Latvia,2000,94.92943286683324
Latvia,2001,94.5197993029138
Latvia,2002,79.07544618349539
Latvia,2003,96.470967366709
Latvia,2004,117.74032826192928
Latvia,2005,170.9661056348067
Latvia,2006,219.08637980809772
Latvia,2007,231.08230008050128
Latvia,2008,345.44136558460605
Latvia,2009,224.80290436202156
Latvia,2010,248.9012830954864
Latvia,2011,323.9020737391627
Latvia,2012,340.60700857291187
Latvia,2013,327.4796460319209
Latvia,2014,303.74767927461414
Latvia,2015,185.96293778507516
Latvia,2016,135.72949448743245
Latvia,2017,172.35648040258076
Latvia,2018,228.2443634332046
Latvia,2019,168.2415399925222
Latvia,2020,117.68142806000182
Latvia,2021,336.26871511767206
Lithuania,1995,60.16230708954781
Lithuania,1996,65.5458418695269
Lithuania,1997,62.70037541513531
Lithuania,1998,48.09960549477507
Lithuania,1999,50.31185991044811
Lithuania,2000,85.1221488759318
Lithuania,2001,84.49313272905025
Lithuania,2002,70.76466249931389
Lithuania,2003,86.43105449193027
Lithuania,2004,104.82635466505758
Lithuania,2005,153.29512936421372
Lithuania,2006,196.7535811201708
Lithuania,2007,207.1607848069766
Lithuania,2008,308.57522669444563
Lithuania,2009,201.26403810394953
Lithuania,2010,222.2545858908751
Lithuania,2011,289.39709741457546
Lithuania,2012,305.3625922827505
Lithuania,2013,293.89668273765517
Lithuania,2014,272.7651794697544
Lithuania,2015,166.4343947817839
Lithuania,2016,120.7375795256261
Lithuania,2017,153.1703007522131
Lithuania,2018,203.24991339880737
Lithuania,2019,149.9492277826226
Lithuania,2020,104.54195193521056
Lithuania,2021,299.8738323512899
Luxembourg,1990,86.94092353420135
Luxembourg,1991,87.73036970117644
Luxembourg,1992,80.02068460730315
Luxembourg,1993,75.43629426833803
Luxembourg,1994,70.9973273733074
Luxembourg,1995,80.33884633933918
Luxembourg,1996,87.97861742348152
Luxembourg,1997,83.54827723043385
Luxembourg,1998,63.04903384017288
Luxembourg,1999,69.58089003177764
Luxembourg,2000,110.15680741898092
Luxembourg,2001,107.16350952558
Luxembourg,2002,94.51325324574232
Luxembourg,2003,112.5330508041447
Luxembourg,2004,145.96233540195925
Luxembourg,2005,201.19013650171428
Luxembourg,2006,250.11082101195376
Luxembourg,2007,270.8567827955242
Luxembourg,2008,402.3816155783215
Luxembourg,2009,256.2654938020441
Luxembourg,2010,302.12488120241676
Luxembourg,2011,393.05245812316184
Luxembourg,2012,399.3129565409413
Luxembourg,2013,385.1947680734859
Luxembourg,2014,355.5278991805133
Luxembourg,2015,212.50697178068617
Luxembourg,2016,168.74274417356722
Luxembourg,2017,213.1377749995473
Luxembourg,2018,276.79973816543355
Luxembourg,2019,216.2621669861509
Luxembourg,2020,152.69182306878966
Luxembourg,2021,365.4800031309294
Malta,1990,99.99213640336843
Malta,1991,85.61631985684855
Malta,1992,83.86563586546694
Malta,1993,74.04627790625169
Malta,1994,70.64736147857542
Malta,1995,77.31169620289468
Malta,1996,90.20147694367984
Malta,1997,85.030993281497
Malta,1998,59.22281854630692
Malta,1999,78.68417655525994
Malta,2000,120.69256187956026
Malta,2001,105.856760839392
Malta,2002,106.63913188276612
Malta,2003,122.98941110907712
Malta,2004,164.34038348372746
Malta,2005,226.598177773706
Malta,2006,271.4219041147037
Malta,2007,301.8276210026981
Malta,2008,418.01766311380766
Malta,2009,263.3309812529438
Malta,2010,340.35278971366046
Malta,2011,446.35923424877905
Malta,2012,445.4873504332877
Malta,2013,439.3657642456634
Malta,2014,405.3562710148693
Malta,2015,218.3109357969281
Malta,2016,188.71932154669372
Malta,2017,232.48851290713696
Malta,2018,298.7699686099736
Malta,2019,264.2973723540659
Malta,2020,181.9572759500707
Malta,2021,307.39586966336856
Netherlands,1990,95.04953253223016
Netherlands,1991,111.92445727603469
Netherlands,1992,95.7223340413507
Netherlands,1993,96.34485050790914
Netherlands,1994,88.57580705337597
Netherlands,1995,101.85147942896418
Netherlands,1996,107.75870332369507
Netherlands,1997,103.26123311167328
Netherlands,1998,81.87735767402961
Netherlands,1999,78.9177324157387
Netherlands,2000,133.86483683975592
Netherlands,2001,139.28723465703166
Netherlands,2002,110.25149206303806
Netherlands,2003,136.30650908306163
Netherlands,2004,165.1284608682213
Netherlands,2005,238.12870840571267
Netherlands,2006,309.71064477901854
Netherlands,2007,323.49736081774597
Netherlands,2008,500.0685329510681
Netherlands,2009,325.93108107565445
Netherlands,2010,348.0140940428015
Netherlands,2011,450.8789287638602
Netherlands,2012,476.5496801460764
Netherlands,2013,453.0320892487447
Netherlands,2014,420.0489770226099
Netherlands,2015,269.7549080406185
Netherlands,2016,191.13464948373257
Netherlands,2017,245.80439183859744
Netherlands,2018,326.3438366156323
Netherlands,2019,225.54847508649829
Netherlands,2020,160.48504447533568
Netherlands,2021,521.7563139332195
Poland,1990,96.32107137986168
Poland,1991,97.02285063445647
Poland,1992,90.02623581683467
Poland,1993,80.88484639574492
Poland,1994,81.18184024137207
Poland,1995,97.06076645093074
Poland,1996,97.03656560431762
Poland,1997,90.8960805431508
Poland,1998,74.19518333572171
Poland,1999,70.43552143546137
Poland,2000,89.06193971952064
Poland,2001,100.54015985723734
Poland,2002,82.75542792795113
Poland,2003,94.51252075902578
Poland,2004,153.14606006899345
Poland,2005,162.2830417866458
Poland,2006,188.20569807550888
Poland,2007,220.64272169530992
Poland,2008,384.242128812439
Poland,2009,224.3234457525192
Poland,2010,287.4631451928764
Poland,2011,365.4060126285017
Poland,2012,324.50375836729745
Poland,2013,297.3955034103336
Poland,2014,266.5238420488941
Poland,2015,188.68736387189455
Poland,2016,182.07848322275655
Poland,2017,238.10305716616
Poland,2018,291.6458080200142
Poland,2019,214.77307947179696
Poland,2020,168.32363916044764
Poland,2021,385.85910998929467
Portugal,1990,82.66263487295845
Portugal,1991,74.72802985585581
Portugal,1992,71.64963420862239
Portugal,1993,64.13751402315779
Portugal,1994,61.62444889299381
Portugal,1995,68.97980007929284
Portugal,1996,77.363378686322
Portugal,1997,72.93354207167557
Portugal,1998,53.03188251032081
Portugal,1999,64.45181159595957
Portugal,2000,96.65270406868518
Portugal,2001,89.45150264451959
Portugal,2002,85.5762475059476
Portugal,2003,99.06504293504987
Portugal,2004,135.5613985629502
Portugal,2005,179.96614922244186
Portugal,2006,215.98130153380873
Portugal,2007,240.75769580920368
Portugal,2008,348.4722341319574
Portugal,2009,217.39766320454763
Portugal,2010,276.50898270391707
Portugal,2011,360.5350642386154
Portugal,2012,355.12029656966536
Portugal,2013,345.8008450126519
Portugal,2014,317.9400996762679
Portugal,2015,180.6236871441612
Portugal,2016,156.7134013140676
Portugal,2017,195.7639647682918
Portugal,2018,249.9499088960069
Portugal,2019,210.9187040593142
Portugal,2020,148.6532526823882
Portugal,2021,280.78644963509737
Slovakia,1992,76.34102222773075
Slovakia,1993,74.4735100626463
Slovakia,1994,70.56061677199588
Slovakia,1995,82.76850664155535
Slovakia,1996,84.85741541138754
Slovakia,1997,80.73151770246372
Slovakia,1998,65.49863510642649
Slovakia,1999,60.76042157188729
Slovakia,2000,93.85362974045806
Slovakia,2001,102.1737667481052
Slovakia,2002,79.8416453632394
Slovakia,2003,96.86443559654892
Slovakia,2004,129.1344240781679
Slovakia,2005,167.16768064168951
Slovakia,2006,211.76389602955317
Slovakia,2007,227.7156455726195
Slovakia,2008,371.2627026449878
Slovakia,2009,233.89815500412095
Slovakia,2010,260.64669567392843
Slovakia,2011,334.7856780340544
Slovakia,2012,335.191462059314
Slovakia,2013,313.3875365346676
Slovakia,2014,287.6073060610387
Slovakia,2015,194.58520472913173
Slovakia,2016,151.2564325811183
Slovakia,2017,196.8146973830515
Slovakia,2018,253.85442434729111
Slovakia,2019,174.60412265854177
Slovakia,2020,130.10166543974583
Slovakia,2021,394.15466416377615
Slovenia,1995,67.27582422209233
Slovenia,1996,71.7721409772995
Slovenia,1997,67.84030632780991
Slovenia,1998,52.27658136044944
Slovenia,1999,55.62253080575594
Slovenia,2000,82.69385726087472
Slovenia,2001,83.16127472504715
Slovenia,2002,72.55249822873921
Slovenia,2003,85.28132124853825
Slovenia,2004,117.89802467128712
Slovenia,2005,151.21222958596786
Slovenia,2006,184.39985246367377
Slovenia,2007,203.93342225341115
Slovenia,2008,314.7085970011675
Slovenia,2009,195.5834567303296
Slovenia,2010,237.20737553560983
Slovenia,2011,306.76856534940737
Slovenia,2012,300.49231996290047
Slovenia,2013,286.66774806214437
Slovenia,2014,262.73763478640615
Slovenia,2015,162.80190689553405
Slovenia,2016,137.40772255978874
Slovenia,2017,175.1827197793989
Slovenia,2018,223.3019573478249
Slovenia,2019,172.77783306559377
Slovenia,2020,125.64925753804025
Slovenia,2021,291.2340010832557
Spain,1990,79.43287084240438
Spain,1991,76.27500500616497
Spain,1992,71.25919233976077
Spain,1993,65.30892534021017
Spain,1994,62.47367029348302
Spain,1995,70.81793159206475
Spain,1996,77.54613232973244
Spain,1997,73.29275691099261
Spain,1998,54.91188008959695
Spain,1999,62.22569306045992
Spain,2000,94.13385022455456
Spain,2001,90.76866014185885
Spain,2002,82.50466835779997
Spain,2003,96.6219431318294
Spain,2004,131.16888079923802
Spain,2005,173.42264535695878
Spain,2006,210.9498987988987
Spain,2007,232.98669629395653
Spain,2008,347.02009184496353
Spain,2009,217.1885163158002
Spain,2010,267.07666701730153
Spain,2011,347.0581499773022
Spain,2012,343.4942801699145
Spain,2013,331.40795120472853
Spain,2014,304.63344694866686
Spain,2015,180.492991679578
Spain,2016,152.08268288032318
Spain,2017,191.84241907415873
Spain,2018,245.68373125897557
Spain,2019,197.7503116424633
Spain,2020,140.97730272517447
Spain,2021,302.55718221058004
Sweden,1990,36.312056144940485
Sweden,1991,32.42045065201671
Sweden,1992,31.21251691526753
Sweden,1993,27.9143183887328
Sweden,1994,26.696992809165792
Sweden,1995,29.64932325723971
Sweden,1996,33.70181763827785
Sweden,1997,31.791499705775216
Sweden,1998,22.805422137678935
Sweden,1999,28.479519155996748
Sweden,2000,43.30364217405753
Sweden,2001,39.38167260512485
Sweden,2002,38.20717140079208
Sweden,2003,44.265507950380936
Sweden,2004,59.71597522392787
Sweden,2005,80.7782829638467
Sweden,2006,97.1549280477498
Sweden,2007,107.92609930957894
Sweden,2008,153.75243228122014
Sweden,2009,96.47372551380316
Sweden,2010,122.71685906834124
Sweden,2011,160.36270507214869
Sweden,2012,159.2282960037844
Sweden,2013,155.75703483286645
Sweden,2014,143.46036759332443
Sweden,2015,80.07012466379938
Sweden,2016,68.8457544391108
Sweden,2017,85.59471821865485
Sweden,2018,109.72978757570078
Sweden,2019,93.82980884815905
Sweden,2020,65.49690896572679
Sweden,2021,120.88591479718794
United Kingdom,1990,88.25842300296333
United Kingdom,1991,98.43068463922222
United Kingdom,1992,86.31111834853309
United Kingdom,1993,84.25283803532278
United Kingdom,1994,78.94927350140836
United Kingdom,1995,91.20071198980048
United Kingdom,1996,96.03162950044992
United Kingdom,1997,91.5211953459668
United Kingdom,1998,72.36873748981361
United Kingdom,1999,71.14008970428671
United Kingdom,2000,113.92843638025172
United Kingdom,2001,118.59015328131952
United Kingdom,2002,96.15909602878232
United Kingdom,2003,116.74331651071694
United Kingdom,2004,149.93215671917966
United Kingdom,2005,204.27685298670292
United Kingdom,2006,259.6050068545622
United Kingdom,2007,277.1014924049701
United Kingdom,2008,433.00289469494464
United Kingdom,2009,276.56562867459775
United Kingdom,2010,308.81208768432157
United Kingdom,2011,399.148460651454
United Kingdom,2012,408.1656088689548
United Kingdom,2013,387.0762911333421
United Kingdom,2014,356.9874554427545
United Kingdom,2015,229.5023803698521
United Kingdom,2016,174.35235373734116
United Kingdom,2017,224.22159672009911
United Kingdom,2018,292.291547641813
United Kingdom,2019,208.7949383428535
